,Churn,Churn_Prob,custID,predicted
2374,0,0.143441453575389,2374,0
3118,0,0.015049141545741052,3118,0
1108,0,0.00402888889487615,1108,0
5558,0,0.03471735949879563,5558,0
5611,0,0.3450559203694867,5611,0
459,0,0.7140636927803834,459,1
4276,1,0.3848933495301108,4276,0
1662,1,0.6345146998168861,1662,1
5476,1,0.7348971290876717,5476,1
1092,0,0.005539018718939393,1092,0
4004,0,0.013063782642496625,4004,0
6079,0,0.23888364746708232,6079,0
592,0,0.023544765730798663,592,0
4914,0,0.009359242286206612,4914,0
5472,0,0.2802466189811788,5472,0
5758,0,0.036324872002796306,5758,0
6446,0,0.12516239673595927,6446,0
3130,0,0.13299090502131322,3130,0
853,0,0.42086803695536823,853,0
6644,0,0.17753505402465825,6644,0
4893,1,0.30696301692256817,4893,0
1979,0,0.016894260344533587,1979,0
4417,1,0.5926262346807005,4417,1
6723,0,0.011569568140469114,6723,0
3896,0,0.019961603097833278,3896,0
709,0,0.24632618713390877,709,0
3684,0,0.2520116286843086,3684,0
528,0,0.012676505328810109,528,0
4173,0,0.6758534902301188,4173,1
6856,0,0.0061382952569415975,6856,0
5367,0,0.03006905048641525,5367,0
1029,1,0.6663928305526051,1029,1
3000,1,0.6965687085099855,3000,1
6271,0,0.4140618333883499,6271,0
1208,1,0.7397176531746398,1208,1
6937,0,0.1331137621635587,6937,0
6449,0,0.1482333217680568,6449,0
5834,0,0.2758429959775199,5834,0
3873,0,0.016756145833843876,3873,0
512,1,0.7722391478908909,512,1
4552,0,0.14586231969690644,4552,0
6025,0,0.12089036690143176,6025,0
3917,1,0.6941657584065064,3917,1
4906,0,0.058637894539920264,4906,0
4824,0,0.13193158866328825,4824,0
932,0,0.0029139552852608577,932,0
2945,0,0.5130533546623351,2945,1
4767,0,0.07398452846232484,4767,0
6951,0,0.009902901975617636,6951,0
6689,0,0.07202777208782452,6689,0
3240,1,0.166676060171145,3240,0
1094,0,0.10366048249745288,1094,0
5894,1,0.3582162908118305,5894,0
5793,0,0.3148683604738783,5793,0
225,0,0.18918916289006985,225,0
5783,1,0.8515655768201531,5783,1
6194,0,0.057931886059081165,6194,0
5432,1,0.42395177225832154,5432,0
618,0,0.16195012348450014,618,0
4822,0,0.028336264034059692,4822,0
4936,0,0.40528788632909823,4936,0
6535,1,0.32243838417603793,6535,0
1626,0,0.20244295007868204,1626,0
5665,0,0.20274838147227853,5665,0
4627,0,0.09223416590197936,4627,0
904,0,0.016486426095130225,904,0
5819,0,0.03739018515523197,5819,0
4605,0,0.011985701898604598,4605,0
3129,0,0.10696467964595797,3129,0
5738,1,0.1482333217680568,5738,0
6229,0,0.01582250920684343,6229,0
1498,1,0.6202867193806644,1498,1
4101,0,0.48768410709742827,4101,0
5540,1,0.1482333217680568,5540,0
4763,0,0.240795582085139,4763,0
283,0,0.04133906583347181,283,0
6796,1,0.3532760430507819,6796,0
516,0,0.05016007134668109,516,0
1093,0,0.027017745218944126,1093,0
6357,1,0.06822464292704701,6357,0
4706,1,0.3940406602322202,4706,0
870,0,0.03990290313014767,870,0
3051,0,0.017122707529024842,3051,0
6539,0,0.29227935454394394,6539,0
3134,0,0.05928342459644724,3134,0
6525,0,0.0059130702459606775,6525,0
1939,0,0.19734074124272946,1939,0
2648,0,0.2318331648642822,2648,0
1123,0,0.14870262171711693,1123,0
3541,0,0.12424776081967544,3541,0
4837,1,0.6694097806934527,4837,1
6290,1,0.07622902593066588,6290,0
3189,0,0.09219585153455845,3189,0
4780,0,0.430831682915238,4780,0
4141,0,0.3522843710193905,4141,0
1913,0,0.1267755479712713,1913,0
359,0,0.24090522015434088,359,0
2673,1,0.6657576703323568,2673,1
1456,1,0.7150182830222043,1456,1
1355,0,0.2009962782662611,1355,0
4062,1,0.5890380365473951,4062,1
3185,1,0.42160014748344316,3185,0
4704,0,0.4413918516221083,4704,0
2009,0,0.019669207399830003,2009,0
1844,0,0.030867262540124184,1844,0
5858,0,0.01156749905040113,5858,0
2762,0,0.1564443112482557,2762,0
2058,0,0.016487150615946668,2058,0
6524,1,0.6910814393678538,6524,1
90,0,0.319589846119317,90,0
5093,0,0.04306795783244512,5093,0
496,0,0.0980368408160081,496,0
3756,1,0.3940406602322202,3756,0
2469,0,0.02798926630733402,2469,0
5357,0,0.0048834279456988145,5357,0
6802,0,0.6279065760476469,6802,1
6128,0,0.6102000593979268,6128,1
3156,0,0.06465684246302655,3156,0
57,0,0.15836392612969424,57,0
1127,0,0.08292942818004177,1127,0
6382,0,0.06561333463178184,6382,0
5692,0,0.18417869054365868,5692,0
2609,1,0.3076148267872462,2609,0
1908,0,0.0032692701031556354,1908,0
3015,0,0.030691680027749167,3015,0
1811,0,0.5493001139097231,1811,1
2704,0,0.03515799412026914,2704,0
2080,0,0.03675418081948828,2080,0
30,0,0.03202243627987701,30,0
5182,0,0.06062398241841461,5182,0
2062,0,0.006373015533919786,2062,0
6003,0,0.011688080426613368,6003,0
919,0,0.28103718754538326,919,0
1863,0,0.07921684140095973,1863,0
3887,1,0.4938213353192018,3887,0
6799,0,0.05803426597198781,6799,0
4515,0,0.6238479349416721,4515,1
1732,0,0.19482042823728218,1732,0
939,0,0.09219585153455845,939,0
542,0,0.1482333217680568,542,0
520,0,0.1462948971080252,520,0
2417,0,0.2321740958233833,2417,0
6604,0,0.46551847380187683,6604,0
3014,0,0.5149029390000774,3014,1
1513,1,0.5073291337181953,1513,1
2832,0,0.051626351318880034,2832,0
4223,0,0.5739270191503181,4223,1
4295,0,0.035381640665391165,4295,0
2866,0,0.6283382424797426,2866,1
2169,0,0.014144085738274179,2169,0
1958,0,0.5075942286229393,1958,1
3890,1,0.08619909680520095,3890,0
1860,0,0.003203862752192837,1860,0
2286,0,0.38733556420037657,2286,0
6558,1,0.11973941695538243,6558,0
2512,0,0.13826732016210014,2512,0
92,0,0.020982041812555287,92,0
1666,0,0.03500806768343526,1666,0
877,0,0.05149145344038646,877,0
6087,0,0.19088052846158196,6087,0
3742,0,0.33419441349482304,3742,0
413,0,0.1957667244969615,413,0
2757,0,0.059068735097420964,2757,0
2699,0,0.5099229002450681,2699,1
2751,0,0.2454867975971119,2751,0
2952,0,0.08155312171744884,2952,0
5308,0,0.01441953092201085,5308,0
4984,0,0.1168611312765672,4984,0
2091,0,0.006766562750720426,2091,0
1305,0,0.3101546826600305,1305,0
2556,0,0.24820897188713126,2556,0
3553,0,0.007740000723732011,3553,0
4286,0,0.7006075267363305,4286,1
5545,0,0.5960997948156407,5545,1
4759,1,0.7397176531746398,4759,1
3327,0,0.08241314654634761,3327,0
3235,0,0.013826162389589457,3235,0
5765,1,0.11213767104617069,5765,0
2432,0,0.033719408048911576,2432,0
1307,0,0.06534124649416621,1307,0
6303,0,0.03751104416475779,6303,0
5689,0,0.6345146998168861,5689,1
5519,0,0.31520733416116675,5519,0
6019,0,0.17237078767895664,6019,0
1955,0,0.4134680844030395,1955,0
3253,0,0.44105562332813913,3253,0
5118,0,0.18937441094038387,5118,0
760,0,0.1482333217680568,760,0
4281,0,0.08985405297725349,4281,0
4884,0,0.43743754284909364,4884,0
3486,0,0.1703950125665096,3486,0
1039,1,0.3278565879716976,1039,0
3336,0,0.0059130702459606775,3336,0
1400,0,0.1387792510835962,1400,0
1556,1,0.5730573859933263,1556,1
6556,0,0.06183896463434564,6556,0
5974,0,0.14113439777782646,5974,0
1521,0,0.06025974076671807,1521,0
1855,0,0.011740541382446092,1855,0
6659,0,0.01125193551722098,6659,0
1648,0,0.29010276969084636,1648,0
6432,0,0.11067291705576729,6432,0
905,1,0.8387362017615506,905,1
4736,0,0.016252475730299185,4736,0
4954,1,0.7836823468236386,4954,1
6203,0,0.05337070867567154,6203,0
5028,0,0.04118921230238671,5028,0
5309,0,0.004442219197345694,5309,0
263,0,0.06212902744068413,263,0
2099,0,0.20146887979266756,2099,0
5878,0,0.07260740160993844,5878,0
6586,0,0.01418328224159998,6586,0
6936,1,0.6816403978945017,6936,1
4172,0,0.1482333217680568,4172,0
1549,1,0.3940406602322202,1549,0
7003,0,0.1404442422597888,7003,0
3900,0,0.02234903963268277,3900,0
3539,1,0.3318891679971951,3539,0
401,0,0.051576208039871355,401,0
6916,0,0.012483334659441176,6916,0
3536,0,0.6421065820501101,3536,1
4547,0,0.29948224609829965,4547,0
3617,1,0.5714431102001329,3617,1
5909,0,0.10916240597119922,5909,0
1944,1,0.26015180490241474,1944,0
2053,1,0.2985013376648104,2053,0
4402,1,0.11768251508500537,4402,0
318,1,0.7031011831494197,318,1
851,0,0.035424151101578864,851,0
4096,0,0.5777540142400508,4096,1
2493,0,0.7242424801845568,2493,1
1263,1,0.2768991113355861,1263,0
6870,0,0.2826436541563047,6870,0
4263,0,0.03471735949879563,4263,0
2913,0,0.01952821250202783,2913,0
338,0,0.39017771922630606,338,0
5722,1,0.6345404130396893,5722,1
6565,0,0.3076148267872462,6565,0
5924,0,0.004275286565305072,5924,0
4010,0,0.1482333217680568,4010,0
4294,0,0.3803957329440766,4294,0
3906,1,0.6679604482199543,3906,1
2073,0,0.09546658785408016,2073,0
5158,0,0.005281291087518231,5158,0
6649,0,0.11946101303589347,6649,0
5702,1,0.24533069140903674,5702,0
1019,0,0.09540540655250751,1019,0
846,0,0.02452061718107153,846,0
4910,1,0.10855446318399223,4910,0
2463,0,0.7086142110551449,2463,1
6057,0,0.22354091669145423,6057,0
157,0,0.036324872002796306,157,0
3337,0,0.664715448270672,3337,1
5671,0,0.008041123918292986,5671,0
2693,0,0.00428655691774835,2693,0
149,0,0.24400767046074817,149,0
1382,0,0.018130555301202642,1382,0
4731,0,0.04058832695950298,4731,0
1413,0,0.018286209130528017,1413,0
14,0,0.4898320959940561,14,0
3726,1,0.44742250634583547,3726,0
4122,0,0.018715594729647237,4122,0
606,0,0.033003373002998215,606,0
4870,0,0.0816639617981517,4870,0
791,0,0.03442441354856842,791,0
2612,0,0.279713609164839,2612,0
4146,1,0.40304407420195637,4146,0
2740,1,0.31520733416116675,2740,0
5881,0,0.12853796047913763,5881,0
130,0,0.6673691704319277,130,1
2880,0,0.6283382424797426,2880,1
5839,0,0.7584237104651436,5839,1
4185,0,0.19500025326840698,4185,0
3490,1,0.4087901727111659,3490,0
461,0,0.40064950007845285,461,0
1302,0,0.03751828265514391,1302,0
4614,0,0.12138828244926805,4614,0
5027,1,0.7162371832755932,5027,1
3236,0,0.3073422151280828,3236,0
5697,1,0.0924557800673219,5697,0
2044,0,0.06290302432355616,2044,0
1170,0,0.05031480976016511,1170,0
3503,0,0.10620270695763206,3503,0
1627,0,0.4975317164451417,1627,0
5608,0,0.11574754356536561,5608,0
4318,0,0.059507503236977594,4318,0
3675,0,0.1482333217680568,3675,0
5270,1,0.12667176746031047,5270,0
4949,1,0.49937445898225746,4949,0
786,0,0.013848271765355467,786,0
3484,0,0.49613413314550237,3484,0
6805,0,0.13891459227811218,6805,0
4813,0,0.3908070156385388,4813,0
150,0,0.45217946726586516,150,0
2147,0,0.11186397115179013,2147,0
3701,0,0.02911053912772828,3701,0
4331,0,0.005487287655041203,4331,0
4791,0,0.18320501391211802,4791,0
1537,0,0.02313452925073307,1537,0
1588,0,0.2582809915583139,1588,0
3065,0,0.3940406602322202,3065,0
2503,0,0.02201176031861131,2503,0
2219,0,0.6616072987766946,2219,1
97,1,0.12983623412591705,97,0
4,1,0.6608414383855076,4,1
3999,1,0.7552337477443541,3999,1
6949,0,0.06011885778842949,6949,0
3837,1,0.5113384528987462,3837,1
5622,1,0.478829229770877,5622,0
2808,0,0.7116186688199185,2808,1
2088,0,0.09080625294872703,2088,0
5577,0,0.016903028054935276,5577,0
5599,1,0.5003535357539289,5599,1
3710,0,0.056433476472334806,3710,0
6418,0,0.12791354591832613,6418,0
585,1,0.8473369560530005,585,1
947,0,0.5475044429665029,947,1
2061,1,0.3371490367615489,2061,0
6423,0,0.0035913137205193695,6423,0
2337,1,0.29294835936106356,2337,0
1558,1,0.5482365833261234,1558,1
4579,0,0.440553759524064,4579,0
1604,0,0.056437244198794506,1604,0
2687,0,0.30140832591161704,2687,0
718,0,0.29586833599994766,718,0
6716,1,0.6108560129082584,6716,1
125,0,0.13125379977306148,125,0
3192,0,0.010314254845752217,3192,0
5477,0,0.02313452925073307,5477,0
4751,1,0.12129636149276415,4751,0
4326,1,0.7836823468236386,4326,1
4827,1,0.6147782647405913,4827,1
5410,0,0.08053397558306613,5410,0
4630,0,0.20196116501496308,4630,0
1584,0,0.05630080111321101,1584,0
4885,0,0.077403950593046,4885,0
3666,1,0.34731292929590346,3666,0
987,0,0.19500025326840698,987,0
6296,0,0.1596875101204646,6296,0
4285,0,0.024603690221028526,4285,0
5848,0,0.017815810007712134,5848,0
5234,0,0.2552544239024603,5234,0
114,0,0.02545783722986971,114,0
5766,0,0.11114955314611251,5766,0
2971,0,0.018419003821014204,2971,0
4211,1,0.6647302014300528,4211,1
6704,0,0.18904973725187865,6704,0
888,0,0.17473898592075662,888,0
6293,0,0.021527552180675265,6293,0
5074,0,0.012448557861058189,5074,0
6509,1,0.503618919908764,6509,1
848,0,0.01582250920684343,848,0
3578,0,0.12594982539949154,3578,0
2326,0,0.04336249054503935,2326,0
906,0,0.5309349834590402,906,1
7010,1,0.7981675274354735,7010,1
716,0,0.013928866874961575,716,0
5155,0,0.27790566939130956,5155,0
3625,0,0.003027895079332804,3625,0
455,0,0.6484238578208175,455,1
2677,1,0.5505158039399445,2677,1
3559,0,0.016236101938462682,3559,0
3108,0,0.13677455704100447,3108,0
5485,0,0.3940406602322202,5485,0
2696,0,0.006325778630314103,2696,0
6009,1,0.4890388211353184,6009,0
2413,0,0.07419400361790535,2413,0
403,0,0.015531767225743292,403,0
3362,1,0.4751019142673148,3362,0
6484,0,0.1394730481698294,6484,0
2373,0,0.01607797504852346,2373,0
6456,0,0.038748602734687075,6456,0
6848,0,0.4281793875655854,6848,0
1740,0,0.0709183209096703,1740,0
722,1,0.7393408687329275,722,1
5932,1,0.7564609142644505,5932,1
5609,1,0.45959485989331916,5609,0
4476,1,0.1482333217680568,4476,0
5371,1,0.2203129514765316,5371,0
1066,0,0.0080269233970625,1066,0
6852,0,0.0766164239610605,6852,0
4860,0,0.05016869315654266,4860,0
6390,0,0.0763011494830565,6390,0
2097,0,0.7270072107711621,2097,1
6039,1,0.3223472847884884,6039,0
3302,1,0.4063633437120624,3302,0
6433,0,0.004982952470928811,6433,0
145,0,0.03561783498687259,145,0
5927,0,0.008483682646980928,5927,0
4602,0,0.0064892772637953275,4602,0
2741,1,0.831044901944403,2741,1
1906,0,0.030490136943634973,1906,0
5721,0,0.06041737645312141,5721,0
3639,0,0.19429504026944583,3639,0
1438,0,0.06583164343228878,1438,0
5807,0,0.005177372918862318,5807,0
989,0,0.021954913879290362,989,0
3750,0,0.3525344167188045,3750,0
979,0,0.07349802382450672,979,0
3810,0,0.3905022591972143,3810,0
816,1,0.6408640759228236,816,1
1160,0,0.7110686816055456,1160,1
3093,0,0.06585271404469535,3093,0
1488,0,0.31520733416116675,1488,0
5272,1,0.7430410306937236,5272,1
2992,0,0.1674650234404843,2992,0
5131,1,0.4607574386047429,5131,0
6028,1,0.38513113376646785,6028,0
5396,0,0.02961221900341963,5396,0
558,0,0.4938213353192018,558,0
2574,1,0.6212216357617218,2574,1
759,0,0.028760501658366758,759,0
3009,0,0.23266708870685027,3009,0
5003,1,0.6295990375429295,5003,1
4638,1,0.7061446531008453,4638,1
5452,0,0.12236225994333466,5452,0
2201,0,0.08815157982860981,2201,0
3064,0,0.48403162585982284,3064,0
4217,0,0.7057357460492396,4217,1
1729,0,0.07071121760134207,1729,0
2209,0,0.20724564758587413,2209,0
2986,0,0.044874734035326255,2986,0
6477,0,0.1116977939908905,6477,0
1703,0,0.2913122272968576,1703,0
4945,0,0.022352993615301946,4945,0
4642,1,0.02452061718107153,4642,0
4421,0,0.3126448542269493,4421,0
1689,0,0.395328069467639,1689,0
5150,0,0.18903208834366234,5150,0
3619,0,0.013410240784548283,3619,0
6157,1,0.1387792510835962,6157,0
2639,1,0.33228439454051933,2639,0
5837,0,0.5244971045096979,5837,1
2878,0,0.5588802741455768,2878,1
3880,0,0.14382876108390594,3880,0
6161,0,0.44979042154840604,6161,0
1105,0,0.6548678881749896,1105,1
1370,0,0.03320545232617629,1370,0
5481,1,0.7981675274354735,5481,1
3298,0,0.13424483256706013,3298,0
5883,0,0.13416248565842961,5883,0
3814,0,0.01582250920684343,3814,0
4213,1,0.3325517419954838,4213,0
1428,1,0.527475169781012,1428,1
6250,0,0.05933948485653383,6250,0
4209,0,0.10353502555046797,4209,0
2256,0,0.07602502933994906,2256,0
4693,0,0.007719720862552113,4693,0
5160,0,0.5890380365473951,5160,1
6632,1,0.12901639468104387,6632,0
3177,0,0.007602293902546591,3177,0
5915,0,0.004879985131628007,5915,0
955,1,0.30310583649179956,955,0
3858,0,0.08210637458053577,3858,0
4029,0,0.013864733688618427,4029,0
6737,0,0.06968127078927124,6737,0
6640,0,0.06900407222854041,6640,0
3187,0,0.4439791307939829,3187,0
5681,0,0.11480717009790734,5681,0
3679,1,0.19734074124272946,3679,0
6770,0,0.6452914863050347,6770,1
6463,0,0.03436671739824907,6463,0
6063,0,0.004696679451857363,6063,0
3107,0,0.05031480976016511,3107,0
2951,0,0.11455569955043549,2951,0
1646,0,0.019379371033585956,1646,0
1615,0,0.02556217295357753,1615,0
9,0,0.028923467889633844,9,0
6862,1,0.8179057869903775,6862,1
5514,0,0.4751019142673148,5514,0
6720,0,0.02493865276464556,6720,0
4175,0,0.008337619216073575,4175,0
3467,1,0.831044901944403,3467,1
6822,1,0.4571081301303835,6822,0
6855,0,0.05258124856676948,6855,0
275,1,0.5882370170084495,275,1
6963,0,0.6903652158719797,6963,1
1635,0,0.42147512706246165,1635,0
3152,0,0.24232469168328263,3152,0
5350,0,0.03584824451129918,5350,0
3878,0,0.05218518552886508,3878,0
5862,0,0.4364605062771192,5862,0
3788,1,0.05729320642260546,3788,0
1279,0,0.06195133645507017,1279,0
6207,1,0.3387756083284909,6207,0
4583,0,0.017122707529024842,4583,0
1639,1,0.4364635907008167,1639,0
7015,0,0.461898787985604,7015,0
1198,0,0.018921921319098003,1198,0
6084,0,0.5375469484073695,6084,1
2148,0,0.1255514183119561,2148,0
6302,1,0.6024763473420425,6302,1
2430,0,0.05495446868318121,2430,0
1991,0,0.0790244290147427,1991,0
6974,0,0.24077564263327558,6974,0
4574,0,0.13193158866328825,4574,0
4566,0,0.08190379226948623,4566,0
914,0,0.007444830511442525,914,0
6198,0,0.02150939925404127,6198,0
4637,0,0.04227207174481218,4637,0
5951,0,0.2639545600803143,5951,0
5286,1,0.6073585825505678,5286,1
4418,1,0.02303987109275083,4418,0
3313,0,0.19500025326840698,3313,0
3955,0,0.35546264942636807,3955,0
8,1,0.5133961064431974,8,1
2721,1,0.7430177771799765,2721,1
2789,0,0.49550362063061715,2789,0
6252,0,0.11577125362313179,6252,0
3165,0,0.033725531843000804,3165,0
4088,1,0.5839118198386594,4088,1
3800,0,0.024696274540518544,3800,0
3142,1,0.1482333217680568,3142,0
630,1,0.48405931751905035,630,0
6806,0,0.010481564524345028,6806,0
687,1,0.5796975753278029,687,1
6703,1,0.6091149892172476,6703,1
2916,0,0.07093338537871871,2916,0
5168,1,0.6548678881749896,5168,1
2255,0,0.31520733416116675,2255,0
3045,0,0.08417844805120507,3045,0
4414,0,0.07461024798311075,4414,0
213,0,0.0385360925517601,213,0
4947,1,0.6306897704931906,4947,1
5440,0,0.31170815178991856,5440,0
2792,0,0.27214043118532444,2792,0
1719,0,0.6911873223741273,1719,1
1298,0,0.18692283923051584,1298,0
4481,0,0.2078416753326209,4481,0
1563,0,0.6691306420340181,1563,1
4828,0,0.09015671358613693,4828,0
5772,0,0.02589142675729971,5772,0
1414,0,0.30917524863280177,1414,0
3932,1,0.7918989306294044,3932,1
1103,0,0.15862664659286368,1103,0
6339,1,0.30258943363972696,6339,0
6219,1,0.5073291337181953,6219,1
775,0,0.051147366426498336,775,0
4120,0,0.25334245321258964,4120,0
2085,1,0.6822282421844018,2085,1
3502,0,0.13078731041836567,3502,0
6148,0,0.010560333874571616,6148,0
124,0,0.13424483256706013,124,0
5114,0,0.37515157351678374,5114,0
2678,0,0.026961430982616583,2678,0
3765,0,0.15541830685949284,3765,0
5512,0,0.37088143319862166,5512,0
5652,0,0.4751019142673148,5652,0
3543,0,0.02602463135215823,3543,0
3010,0,0.406316062952677,3010,0
6561,0,0.5981474317756516,6561,1
532,0,0.7322426858905066,532,1
765,0,0.3831781965168344,765,0
5400,0,0.371557141548921,5400,0
6135,0,0.05218518552886508,6135,0
2933,0,0.008672565015366465,2933,0
1961,0,0.10073114886925284,1961,0
6578,0,0.1355411025377208,6578,0
5777,0,0.0066863894416286755,5777,0
5937,1,0.7938581948674828,5937,1
2592,0,0.10232062269716452,2592,0
1881,0,0.3060427494234726,1881,0
6514,0,0.01884081933995058,6514,0
1941,0,0.35204267367751263,1941,0
4768,0,0.0047864054241570555,4768,0
4699,0,0.042093019273556034,4699,0
5704,0,0.636849734738992,5704,1
1469,1,0.3456614924759789,1469,0
615,0,0.2488439126866942,615,0
1527,0,0.00428655691774835,1527,0
4880,0,0.007158244981236615,4880,0
5186,1,0.6679632294955632,5186,1
711,0,0.3184840535041404,711,0
921,0,0.10232062269716452,921,0
7028,0,0.012283879900619464,7028,0
2959,0,0.37843101579456767,2959,0
2799,0,0.014527219801059471,2799,0
6095,0,0.17969574384245587,6095,0
4667,0,0.10444504594145423,4667,0
5685,0,0.012017875403847104,5685,0
6792,1,0.01719348545918308,6792,0
4131,1,0.19734074124272946,4131,0
2763,0,0.11267959572942028,2763,0
6882,0,0.07635676362491603,6882,0
3086,0,0.5343928758472526,3086,1
2659,0,0.01707826681861468,2659,0
1945,0,0.004453927643006063,1945,0
4997,1,0.5796975753278029,4997,1
4831,0,0.09878114008765494,4831,0
2328,0,0.5751982997256573,2328,1
1694,1,0.5595435999051263,1694,1
4979,0,0.009874098646326867,4979,0
882,1,0.601181711474306,882,1
2501,0,0.00428655691774835,2501,0
5300,1,0.6712441540989675,5300,1
2511,0,0.32374832182987645,2511,0
1316,0,0.16330745657346954,1316,0
4664,1,0.5359020441017787,4664,1
6061,0,0.23461420375390468,6061,0
4166,0,0.03697112599303277,4166,0
1721,1,0.5026004673940201,1721,1
3743,1,0.3634055677939022,3743,0
949,0,0.017557451268445608,949,0
776,0,0.35204267367751263,776,0
5392,0,0.010626308272011943,5392,0
1317,0,0.16578767833526611,1317,0
6638,0,0.005477572271406115,6638,0
957,0,0.3634055677939022,957,0
3778,0,0.42251527063183086,3778,0
362,0,0.02303987109275083,362,0
2901,0,0.058637894539920264,2901,0
2452,1,0.6103876689059476,2452,1
3587,1,0.7792850228103277,3587,1
3657,0,0.028023405508191143,3657,0
6890,0,0.07048679589353879,6890,0
5273,0,0.004808433572607017,5273,0
5556,1,0.5606670259965881,5556,1
4866,0,0.44416058128037544,4866,0
2552,0,0.024135350700039374,2552,0
1832,1,0.22923921216579424,1832,0
5892,0,0.3150543784380165,5892,0
2738,0,0.05852743433455649,2738,0
1594,0,0.007740000723732011,1594,0
1793,0,0.005281291087518231,1793,0
767,0,0.06662030077462455,767,0
5185,0,0.04071537919823848,5185,0
4153,0,0.03016029285794163,4153,0
68,0,0.009935828924136298,68,0
4106,1,0.7449382574666786,4106,1
2850,0,0.3278810225888541,2850,0
5845,1,0.698099021065054,5845,1
2287,1,0.08605829571947572,2287,0
719,0,0.16938392349248182,719,0
6814,0,0.2193264781760798,6814,0
309,0,0.09747842019243974,309,0
5482,1,0.09919855325958407,5482,0
6993,1,0.4573056735796783,6993,0
4026,0,0.03471735949879563,4026,0
2979,0,0.051133247076771915,2979,0
3993,0,0.010017564507201088,3993,0
3341,0,0.10314143893300065,3341,0
4277,0,0.16863232266279046,4277,0
2827,0,0.3940406602322202,2827,0
493,0,0.07154711676564637,493,0
1007,1,0.579694519926997,1007,1
4043,0,0.03291799769762691,4043,0
5604,0,0.5224816260672398,5604,1
36,1,0.6345146998168861,36,1
3348,0,0.18874793303014714,3348,0
2883,0,0.004429227619184898,2883,0
4193,0,0.10419799330514301,4193,0
3111,1,0.07356377644623764,3111,0
3480,0,0.003146276023048338,3480,0
4814,1,0.510415145318167,4814,1
1496,0,0.24062507622782217,1496,0
5253,0,0.183510642549332,5253,0
6901,0,0.14481695006414588,6901,0
1946,0,0.2295993905079141,1946,0
5375,1,0.3765275400851704,5375,0
5174,1,0.6184546060092501,5174,1
4826,1,0.843872088970596,4826,1
4591,0,0.19488902779969483,4591,0
2553,0,0.26960367517041434,2553,0
6610,0,0.6364375388533381,6610,1
3219,0,0.023605555985744847,3219,0
1650,1,0.6181602303895997,1650,1
2540,0,0.03739018515523197,2540,0
3385,1,0.7453123482902626,3385,1
2319,0,0.635763465531798,2319,1
2109,0,0.022391966446371415,2109,0
4357,0,0.08756147867514971,4357,0
5787,1,0.3094186401533152,5787,0
5619,0,0.5730113287935661,5619,1
2279,0,0.007998780033102821,2279,0
4262,1,0.5781028192802365,4262,1
5235,0,0.6473562155536736,5235,1
4046,0,0.13297480530852587,4046,0
4138,1,0.7397176531746398,4138,1
5516,1,0.3233810231694837,5516,0
3398,0,0.09453550525849487,3398,0
383,1,0.6836522515530873,383,1
4467,0,0.05153816525437364,4467,0
839,0,0.008508464904482139,839,0
1849,1,0.3903335925777145,1849,0
5115,0,0.014623081098260507,5115,0
6179,1,0.8280562234815273,6179,1
878,0,0.02578690860628715,878,0
1087,0,0.2635591923989585,1087,0
6541,0,0.02320933460934467,6541,0
5735,0,0.007726327840172586,5735,0
4107,0,0.03698604335554011,4107,0
